file,main_full,discipline,private_vb,that_del,contract,vb_present,pro_2,do_pro,pro_dem,emphatic,pro_1,pro_it,vb_be,sub_conj_caus,disc_particle,pro_nom,hedge,amplifr,wh_ques,mod_poss,coord_conj_cls,wh_cls,prep_final,nn_all,prep.x,jj_attr,vb_past,pro_3,vb_perfect,vb_public,wh_rel_obj,wh_rel_subj,wh_rel_pipe,coord_conj_phrs,nn_nom,adv_time,adv_place,adv,infinitive,mod_pred,vb_suasive,sub_conj_cond,mod_necess,split_aux,conj_advl,passive_short,passive_by,passive_postnom,sub_conj_othr,th_vb,adv_down,jj_pred,mod_all,conj_all,passive_all,wh_all,wh_rel_all,jj_all,pro_all,vb_have,vb_all,vb_progress,that_rel,wh_comm_vb,wh_att_vb,wh_fact_vb,wh_likely_vb,comm_vb_other,att_vb_other,fact_vb_other,likely_vb_other,jj_att_pred,jj_epist_pred,jj_att_other,jj_epist_other,nn_stance_pp,det_nn_stance,nn_stance_other,all_indef_art,all_def_art,nn_stance_new,nn_common,nn_proper,nn_premod,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100,X101,X102,th_vb_comm,th_vb_att,th_vb_fact,th_vb_likely,th_jj_att,th_jj_fact,th_jj_likely,th_nn_nonfact,th_nn_att,th_nn_fact,th_nn_likely,to_vb_speech,to_vb_mental,to_vb_desire,to_vb_effort,to_vb_prob,to_jj_certain,to_jj_able,to_jj_affect,to_jj_ease,to_jj_eval,to_nn_stance_all,advl_nonfact,advl_att,advl_fact,advl_likely,X129,th_vb_stance_all,th_jj_stance_all,th_nn_stance_all,th_stange_all,to_vb_stance_all,to_jj_stance_all,to_stance_all,advl_stance_all,ipv_act,tpv_act,tpv_mental,tpv_mental_1,ipv_occur,pv_copular,pv_aspect,nn_human,nn_process,nn_cog,nn_abstact,nn_concrete,nn_technical,nn_quant,nn_place,nn_group,jj_size,jj_time,jj_color,jj_eval,jj_relation,jj_topic,vb_act,vb_comm,vb_mental,vb_cause,vb_occur,vb_exist,vb_aspect,X180,dim_1,dim_2,dim_3,dim_4,dim_5,tt_ratio,word_length,word_count,genitive_of,genitive_s,atrb,premod,subordinator,common_vcc,ncommon_vcc,wh_vcc,to_vcc,ing_vcc,advl,post_nom,NCC,NFNCC,jcmp_that,jcmp_to,it_extra,it_to
crpskiup68t02,to give a procedural recount,PS,7.8,0,0,106.5,0,0,2.6,2.6,7.8,18.2,15.6,2.6,0,0,0,0,2.6,10.4,0,2.6,0,244.2,62.3,28.6,18.2,0,2.6,0,0,0,0,5.2,67.5,2.6,5.2,54.5,13,36.4,0,2.6,2.6,2.6,0,15.6,0,0,7.8,7.8,2.6,10.4,49.4,18.2,15.6,5.2,0,54.5,7.8,0,135.1,5.2,5.2,0,0,2.6,0,5.2,2.6,2.6,10.4,5.2,0,13,0,2.6,2.6,2.6,20.8,72.7,7.8,168.8,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,5.2,0,0,0,0,0,7.8,0,0,2.6,5.2,0,0,0,0,0,0,2.6,0,0,0,2.6,0,0,7.8,0,7.8,15.6,7.8,2.6,10.4,2.6,2.6,0,0,0,0,0,0,2.6,13,18.2,28.6,5.2,5.2,10.4,13,0,0,0,0,5.2,0,10.4,18.2,5.2,31.2,0,2.6,2.6,2.6,0,-0.6,-4.63,2.22,5.51,-1.27,27,4.8,385,12.99,0,25.97,28.57,2.6,0,7.79,0,7.79,0,7.79,0,7.79,0,0,0,0,0
crpsldup135t01,to give a procedural recount,PS,4.2,0,0,83.4,0,0,3.2,0.9,0.5,7.4,0.9,1.9,0,0.5,0,0.5,0.5,8.3,3.2,0,0,355.1,111.3,77.9,13.9,5.6,1.9,2.3,0.9,2.3,0.5,2.8,91.3,2.8,0.5,26,12.5,3.7,1.9,0.9,0.9,1.4,8.3,14.8,2.8,6,5.6,1.9,2.3,7.4,13,14.4,23.6,0.5,3.7,102.9,6,1.9,125.2,8.8,1.9,0,0,0,0,8.3,2.8,2.3,0.9,1.4,0.9,15.8,3.7,1.4,1.9,3.2,24.6,51,6.5,239.2,22.3,63.1,0.5,0,0,2.3,1.4,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0.5,0.5,0,0.9,0,0.5,0,0,0,0,0.5,0.5,0,0.9,0.5,0,0.9,0,0,0.9,1.9,0.5,2.8,1.9,0,0,0,0.5,0,0,0,4.2,18.5,5.6,21.8,24.6,19.5,7.4,1.9,0,7,0,0,1.4,6.5,2.8,21.8,6,4.6,6,2.8,2.8,0.9,0,-20.25,-4.24,8.07,-3.7,7.92,36.8,5.3,2157,22.25,0,76.03,46.82,4.64,0.46,1.39,0,0.93,0,13.91,11.13,0,0.46,0,4.17,0,1.39
crpsliup143t01,to give a procedural recount,PS,6.5,1.1,0,69.2,0,0,3.8,3.3,0,14.7,1.1,2.7,0,3.3,0.5,0,0,0,2.7,0.5,1.1,362.9,116.1,49,26.7,1.1,1.1,0,0,1.1,0,1.6,56.7,0.5,1.6,10.4,6.5,8.7,3.3,0,1.1,0,1.1,14.7,0.5,5.4,6,6,1.1,6.5,9.8,13.1,20.7,0.5,1.1,86.6,1.1,1.6,125.3,14.2,8.7,0,0,0.5,0,1.6,0.5,6,6.5,0,2.7,7.6,2.7,0,2.2,0,13.6,117.7,2.2,288.8,12.5,74.7,0,0,0,1.1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0.5,1.6,2.2,0,0,0,0,0,0.5,0,0,0,0,1.1,1.1,0,0,0,0,0,0.5,0.5,0,0,0,0,5.4,0,0.5,6,2.2,0,2.7,0.5,0,0,0,0,0,0,0,0,14.2,4.4,40.9,21.3,9.8,21.8,8.7,0,6,0.5,0,0,2.2,0,33.8,2.2,13.1,3.3,5.4,2.7,0,0,-16.48,-4.59,4.84,-2.96,1.46,28.3,4.9,1835,19.62,0,47.96,55.59,2.72,0,5.99,0.54,2.18,0,2.72,8.72,0.54,0.54,0,0.54,0,2.72
crpsliup144t02,to give a procedural recount,PS,4.4,0.6,0,61.9,0.6,0,3.8,1.9,0.6,15.2,1.3,3.2,0,2.5,0,3.2,0,0.6,8.2,0.6,0,338.6,111.2,79,15.8,4.4,0.6,0,0.6,3.2,0,1.3,59.4,1.3,1.9,11.4,4.4,2.5,0.6,0,0.6,1.3,1.3,13.3,0.6,9.5,1.9,3.2,0,6.3,3.8,14.5,23.4,0.6,3.8,102.3,5.7,1.3,99.2,5.1,3.8,0,0,0.6,0,2.5,0,9.5,4.4,0.6,2.5,9.5,0.6,2.5,3.2,4.4,24.6,109.9,1.3,250.2,24,69.5,2.5,0,0,0,0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,1.3,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0.6,0,0.6,0,0,3.8,0,0,3.8,1.3,0,1.3,1.3,0,0,0,0,0,0,0,0,14.5,1.9,33.5,20.2,6.3,21.5,7.6,0.6,20.8,0.6,0,3.2,3.2,0,20.2,0.6,12,1.3,3.2,2.5,0,0,-16.26,-4.89,5.95,-4.99,2.72,28.5,4.9,1583,21.48,0,76.44,40.43,3.79,0.63,2.53,0,1.26,0,2.53,8.21,0,0,0,0.63,0,2.53
crpsliup23t01,to argue,PS,3.7,0,0,64.6,0,0,1.8,1.8,0.6,8.5,0.6,0,0,0,0,1.2,0,6.7,7.3,0,0,332.7,122.5,76.2,10.4,1.2,4.9,1.8,0.6,7.3,0.6,4.9,98.7,2.4,1.2,20.7,14,2.4,1.2,0.6,1.8,1.2,8.5,9.1,3.7,1.2,0.6,3,2.4,5.5,11,13.4,14,0,8.5,98.7,1.8,0.6,104.2,15.8,0.6,0,0,0,0,7.9,1.2,9.8,5.5,0,3.7,13.4,1.2,3.7,1.2,4.3,32.3,88.4,3,205.4,28.6,30.5,0.6,0,0,1.2,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,1.8,0,0,0,0,0,0,0.6,0.6,0,0,1.8,0,0,0,0,0,0,0,0.6,0,0,1.2,0,0,3,0,1.2,4.3,1.8,0,2.4,1.2,0,0,0,0,0,0,0,12.8,17.7,9.8,40.2,18.3,4.9,4.3,6.1,0,0.6,3,0,1.8,6.1,4.9,15.2,3.7,8.5,1.2,3.7,7.3,0,0,-21.99,-4.06,11.97,-4,6.3,31.5,5.3,1641,29.86,0,74.34,21.33,1.22,0,3.05,0,2.44,0,14.63,3.66,1.22,0.61,0,3.05,0,2.44
crpsmaup55t03,to give a procedural recount,PS,1.5,0.7,0,47.5,0,0,2.9,2.2,0.7,8.8,0.7,0.7,0,0.7,0,0,0.7,2.2,0,0,0,298.5,139.7,68.8,35.1,2.2,2.2,1.5,0.7,2.9,0,5.9,78.3,2.2,2.2,22.7,4.4,8.8,5.1,0,1.5,5.1,6.6,22.7,5.1,5.9,3.7,4.4,2.2,5.9,12.4,10.2,33.7,0.7,3.7,117,2.9,1.5,103.1,4.4,4.4,0,0,0,0,7.3,4.4,5.9,4.4,0,0.7,2.9,3.7,3.7,1.5,3.7,21.9,92.9,1.5,194.6,19.8,33.7,0,0.7,0.7,0.7,0,0,0.7,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.7,4.4,0.7,0,0,0,0,0,0,0,0,1.5,0,1.5,0,0,0,0,0,0,0,1.5,0,0,0,0,6.6,0,0,6.6,2.9,0,2.9,1.5,0,0.7,0,0,0,0,0,0,8.8,6.6,33.7,9.5,3.7,23.4,0.7,0.7,0.7,0,0,0,3.7,0.7,22.7,0.7,11.7,4.4,1.5,2.9,0,0,-21.79,-3.78,7.91,-0.12,9.75,32.3,4.9,1367,22.68,0,65.11,26.34,0.73,0,4.39,0,3.66,0,10.24,13.17,0,0,0,2.19,0,0
crpsntup42t04,to argue,PS,6.2,1.8,0.4,32.9,0.4,0,5.8,3.6,0.4,11.5,2.2,0.4,1.3,1.8,0,0.9,0.9,2.2,12.4,0.9,1.3,313.5,144.3,61.3,36.9,24.9,2.7,3.6,1.3,5.8,0,1.3,56,4.9,0.4,28.4,6.2,3.1,0.4,0.4,1.8,0.9,4.9,12.9,1.8,3.6,3.1,1.3,0.9,1.8,7.1,17.8,18.2,1.8,7.1,86.6,25.8,1.3,88.8,6.7,6.7,0.9,0,0.4,0,7.5,1.3,8.9,5.8,0,0.9,7.1,2.2,4.4,2.7,4,20.9,86.1,2.2,200.3,51.5,21.3,0.9,0,0,0.4,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0.9,0,0.4,0,0,2.2,0,0,2.2,0.4,0,0.4,1.3,0,0,0,0,0,0,0,4.4,13.3,6.2,17.8,6.2,1.3,8.4,14.2,2.2,3.6,4.4,0.4,0.9,2.7,4.9,13.3,7.5,10.7,1.3,4.4,5.8,1.8,0,-14.62,-2.24,5.88,-4.32,3.89,33.5,4.9,2252,27.53,1.33,59.5,18.65,2.22,0,1.33,0.44,0.89,0,10.66,4.88,0,0,0,1.78,0,0.89
crpsnwup184t04,to explain,PS,0,0,0,72.7,0,1,3.9,3.9,0,12.6,1,1.9,0,1.9,1,4.8,0,6.8,7.8,0,1.9,313.3,136.8,67.9,10.7,4.8,2.9,1,1,6.8,0,1,77.6,3.9,1,42.7,11.6,0,0,0,3.9,6.8,9.7,19.4,2.9,1.9,6.8,2.9,1.9,7.8,10.7,17.5,24.2,0,7.8,101.8,4.8,1,111.5,10.7,2.9,0,0,0,0,7.8,0,3.9,1.9,0,0,8.7,6.8,1.9,0,3.9,16.5,36.9,1,213.4,14.5,42.7,0,0,0,3.9,1.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1.9,0,0,0,0,0,1,0,1,0,1.9,0,2.9,0,1,3.9,2.9,0,3.9,2.9,0,0,0,0,0,0,0,0,13.6,5.8,16.5,11.6,1,6.8,4.8,0,5.8,1,0,1,9.7,1,23.3,3.9,5.8,0,1.9,4.8,1,0,-14.73,-4.42,6.87,-2.04,8.24,31.3,5.3,1031,22.31,0,64.99,37.83,5.82,0,2.91,0,0.97,0,17.46,4.85,0,0.97,0,4.85,0,0.97
crpsstup72t01,to give a procedural recount,PS,5.2,0.3,0,76.8,0,0,1.3,1.6,0,11.6,2.3,0.6,0,2.3,0.6,1.3,0,3.6,1.3,0,1,378.6,105.2,71.3,11.3,8.4,6.5,3.6,0.3,1.3,0,4.8,155.6,4.2,1.6,22.3,16.1,1.9,2.3,0,4.2,3.2,6.5,6.5,1.6,1,1.9,8.1,1.6,6.8,9.7,8.7,9,0,1.6,93.9,8.4,1,107.5,5.2,6.5,0,0,0.3,0,5.8,4.2,4.8,2.9,1.9,0.6,11.6,3.6,2.6,1.3,4.8,22.6,45.2,24.9,194,26.5,94.3,1,0,0.6,1.6,1.3,1.3,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,8.1,0.6,0,1.6,0,0,0,0,0,1.3,0,0.3,0.3,1.9,4.8,0,0,0,0,0,0,0.6,0.6,0,0.3,0.3,0,10.3,0,1.3,11.6,7.4,0,8.1,1.3,0,0,0,0,0,0,0,9,42.6,7.1,65.8,2.6,1,4.5,7.1,1.6,2.6,1.3,0,1.3,3.2,2.6,13.2,10.3,10,3.6,4.5,10.3,1.6,0,-21.75,-3.08,11.47,-2.13,2.94,33.5,5.6,3098,27.44,0,69.72,73.92,0.97,2.26,5.81,0,8.72,0,8.39,2.58,0.97,0.32,0,4.52,0.32,0.32
crpsswup106t02,to argue,PS,0,0,0,0,0,0,0,0,464.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.57,-5.73,0.97,-6.61,-3.63,0.8,1,1055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
crpsswup109t01,to give a procedural recount,PS,2.9,0.3,0,79.6,0,0.3,2.4,2.9,1.8,14.7,0.6,0,0.3,2.4,0,2.9,0,4.4,10,0.3,0.9,336.3,103.5,77.3,11.2,5.3,2.1,2.7,0.9,2.7,0.3,3.5,85.8,1.8,5.3,29.5,10.6,0.9,1.5,2.9,0.9,2.7,5.3,13.9,2.9,5.3,2.4,2.1,4.1,5,6.2,18.9,22.1,0.3,3.8,108.3,7.1,2.7,120.1,11.2,4.4,0,0,0,0,8.6,0.9,6.5,3.2,1.5,0.3,9.7,1.8,1.8,0.3,3.8,25.1,67.6,6.2,218.6,22.1,59.3,0.3,0,0,0.9,0.3,0.6,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.9,1.5,0,0,0,0,0,0.3,0,0,0.6,1.2,0.6,0.3,0,0,0,0,0.6,0,0.6,0,0.9,0.6,0,2.9,0,0.3,3.2,2.7,0.6,3.2,2.1,0,0.3,0,0,0,0,0,0.3,26.3,5.6,33.9,18,6.8,10.3,3.8,0.3,2.7,1.2,0,2.4,5.3,3.2,14.7,1.8,12.1,2.4,6.2,4.4,3.2,0,-16.83,-4.23,6.62,-3.09,5.77,28.8,5.2,3390,14.16,0,70.5,50.15,2.95,0,2.06,0.29,3.83,0,13.57,11.21,0.29,0,0,2.95,0,0.29
crpsswup109t02,to argue,PS,13.6,3.2,0,78.6,0.6,0.6,3.9,7.1,14.3,10.4,4.5,0.6,0,5.8,3.9,2.6,1.3,4.5,11,0,1.3,272.1,120.1,63.6,12.3,3.9,0.6,3.2,1.9,2.6,0,0.6,44.8,4.5,2.6,33.1,20.1,14.3,1.3,1.9,3.2,3.9,3.2,10.4,1.3,1.9,2.6,7.1,1.9,5.8,22.1,16.9,13.6,1.3,4.5,89.6,18.8,2.6,116.9,5.8,1.9,0,0,0,0,14.9,4.5,7.8,9.7,0.6,1.9,14.9,3.9,1.3,6.5,9.7,20.8,53.2,6.5,202.6,20.8,40.3,0.6,0,0,0,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1.9,2.6,4.5,0,0.6,0,0,0,0,0,0,1.3,0,2.6,2.6,0,0,0,0,0,1.9,1.3,0,2.6,3.9,0,9.7,0.6,0,10.4,6.5,0,8.4,7.8,0,0,0,0,0,0,0,7.1,12.3,9.7,30.5,9.7,8.4,18.8,6.5,0.6,1.3,0.6,0,2.6,4.5,1.9,24.7,9.7,17.5,1.3,3.9,5.8,1.3,0,-3.1,-4.42,2.83,1.21,1.6,32.3,4.7,1540,12.34,0,62.99,29.22,1.95,2.6,4.55,0,6.49,0,13.64,2.6,0,1.95,0,1.3,0.65,0
crssblup34t01,to argue,SS,5.6,1.1,0.6,83.5,0,0,2.8,3.4,0,13.5,1.1,0.6,0,2.2,0,0.6,0,2.2,9,0,2.8,352,109.3,63.9,12.3,15.7,3.9,4.5,1.1,7.8,0.6,5,88.6,0.6,1.7,24.1,15.1,0.6,3.4,0,2.2,4.5,6.7,12.3,2.2,2.8,5,6.7,3.4,5,5,19.6,17.4,0,9.5,94.7,15.7,1.1,122.2,10.7,2.8,0,0,0,0,9.5,2.8,6.2,1.1,1.1,0,11.8,3.9,3.9,0,3.4,19.1,57.2,2.2,216.9,46,42.6,0,0,0,2.2,0.6,0.6,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,4.5,1.1,2.2,0,0,0.6,0,0,0,0,0,1.7,0.6,0.6,1.1,0,0,0,0,0,0,0.6,0.6,0,1.7,0,0,7.8,0.6,0,8.4,3.9,0,4.5,2.2,0,0,0,0,0,0,0,11.2,21.9,4.5,20.2,1.1,2.2,3.9,1.7,24.1,3.9,2.8,0.6,0.6,3.4,2.8,23,9,7.8,2.2,4.5,3.4,1.7,0,-17.59,-3.04,12.06,-2.53,5.07,32.8,5.3,1784,15.7,0,60.54,37,3.92,1.68,5.04,0,3.92,0,9.53,3.92,0,0.56,0,2.24,0.56,0
crssblup34t02,to argue,SS,9.2,0,0.8,83.8,0,0,2.5,0,0,7.5,2.5,1.3,0,2.1,0,4.6,0,8.3,3.3,0,0.8,342.9,101.7,80,3.8,15,1.3,1.7,1.3,5.4,0.4,5.4,119.6,1.7,1.7,24.2,19.6,3.8,2.1,0.8,5,4.6,3.8,10,2.5,2.5,7.1,3.3,2.9,5,17.1,17.9,15,0,7.1,100,15,3.3,120.4,11.3,5,0,0,0,0,8.3,7.1,5.8,2.5,3.8,0.4,17.5,5,5,1.3,5,26.3,50.8,5.4,201.7,16.3,53.8,0,0,0,2.9,0,0,0.4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,1.3,1.7,0.8,1.3,0,0,0,0,0,0,0,0,0.4,0.8,2.1,0.4,0,0,0,0,0.4,4.2,1.7,0,0.4,0.4,0,5,0,0,5,3.8,0.4,8.3,2.5,0,0,0,0,0,0,0,8.3,20.8,17.5,39.2,2.9,2.1,5.4,7.5,11.7,2.9,5.4,0,2.9,3.3,8.3,21.3,4.6,17.1,5,4.2,5,2.1,0,-18.27,-4.39,12.77,-0.45,2.96,31,5.5,2400,20.83,0.42,73.33,45.83,4.58,0.42,2.92,0,3.75,0,6.25,5.83,0,3.75,0,2.08,0.42,0.42
crssblup54t01,to argue,SS,10,1.2,0,79.7,1.2,0.6,3.5,4.1,0.6,11.7,1.8,4.7,0.6,1.8,0.6,2.3,0,10,4.1,1.8,1.2,338.8,105.5,54.5,15.8,14.1,1.2,3.5,0,1.2,0,2.3,85,2.3,0,31.7,22.9,2.3,0.6,2.3,3.5,3.5,10,5.9,0.6,2.9,1.8,7,3.5,15.8,15.8,15.2,9.4,1.8,1.2,85,15.8,2.3,131.3,12.3,6.4,0.6,0,1.2,0,8.2,5.9,3.5,1.8,1.2,5.9,22.9,1.8,1.2,5.3,1.8,21.1,43.4,6.4,214,35.2,42.8,1.8,0,0,1.8,0.6,2.3,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0,2.9,1.8,0,0,0,0,0.6,0,0,0,0,5.3,1.2,0,0,0,0,0,0.6,0.6,0.6,0,1.8,0,0,7,0,0.6,7.6,6.4,0.6,7.6,2.3,0,1.8,0,0,0,0,0,10.6,11.1,8.2,23.4,4.1,44,7,1.8,10,10,1.8,0,1.8,1.2,0.6,33.4,6.4,15.8,4.7,4.7,2.3,5.3,0,-9.73,-3.71,5.86,-1.71,4.89,33.5,5.2,1706,11.72,0,53.34,33.41,4.69,2.93,4.1,1.17,5.28,0.59,13.48,5.86,0.59,0.59,0,4.1,0,2.93
crsskeup133t01,to argue,SS,8.7,0.8,0,89.3,0,0,1.6,1.6,0.8,15,2.4,2.4,0,3.9,0,0.8,0,11.1,4.7,0,0,327,89.3,45.8,16.6,4.7,2.4,4.7,0,1.6,0,3.9,115.3,1.6,0.8,41.9,16.6,3.9,0,0,2.4,3.9,10.3,10.3,1.6,1.6,6.3,15,0.8,11.8,17.4,17.4,13.4,0,1.6,75,5.5,3.2,131.1,8.7,2.4,0,0,0,0,15,5.5,6.3,4.7,4.7,4.7,10.3,4.7,2.4,0.8,4.7,27.6,45.8,3.9,178.5,31.6,47.4,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,0.8,5.5,2.4,0,0,0,0,0,0.8,0.8,1.6,0,2.4,0.8,2.4,0,0,0,0,0.8,0.8,0,0.8,0.8,0,0,15.8,0,1.6,17.4,7.1,0.8,8.7,1.6,0,0,0,0,0,0,0,3.9,17.4,9.5,34,8.7,4.7,5.5,2.4,2.4,0.8,1.6,0,0,2.4,0,20.5,10.3,15,3.9,7.1,8.7,1.6,0,-12.16,-3.64,8.17,-2.96,6.07,34,5.1,1266,13.43,0,43.44,33.97,4.74,3.16,11.85,0,7.11,0,12.64,3.95,1.58,0.79,0,3.16,0,1.58
crssllup139t01,to argue,SS,12.7,2.7,0,96.9,15.4,0.9,4.5,5.4,7.2,20.8,1.8,3.6,0,7.2,0,0.9,0,4.5,17.2,1.8,0.9,273.6,88.8,40.8,19,22.6,10.9,1.8,0.9,3.6,0,3.6,42.6,5.4,1.8,25.4,21.7,3.6,0,1.8,2.7,2.7,1.8,6.3,0,6.3,1.8,4.5,0.9,8.2,10.9,28.1,12.7,1.8,4.5,73.4,45.3,4.5,169.4,20.8,7.2,0.9,0,0.9,0,1.8,0.9,3.6,5.4,2.7,0,8.2,4.5,0,0.9,1.8,31.7,54.3,0,198.4,26.3,25.4,0.9,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,2.7,1.8,1.8,0,0,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,1.8,0.9,0,0.9,0.9,0,5.4,1.8,0,7.2,1.8,0,3.6,2.7,0,0,0,0,0,0,0,19,19,10,17.2,21.7,6.3,9.1,0.9,0,3.6,0.9,0,0.9,1.8,0.9,48,5.4,17.2,0,0,11.8,6.3,0,1.26,-1.67,4.09,-2.54,0.51,29.3,4.6,1104,8.15,0,39.86,19.93,6.34,0,4.53,0.91,1.81,10.87,13.59,9.96,0,1.81,0,0,1.81,0
crssllup41t01,to argue,SS,8.3,0.5,0.9,73.2,0.9,0.5,2.3,2.3,2.8,13.4,0.5,0.5,0.5,2.3,0,2.3,0.5,6.9,9.7,0.5,0.5,329.3,124.4,58.5,14.3,14.7,5.5,4.6,0.9,3.7,0.5,3.7,63.6,3.2,1.8,42.4,11.5,1.4,1.4,0.5,1.4,3.2,6.4,9.2,1.4,2.3,2.8,4.1,2.8,1.8,9.7,17,12.9,0.9,5.1,90.3,18.4,1.8,108.2,6.9,8.3,0.5,0,0,0,6.4,2.8,8.3,5.1,0,0,9.7,0,2.3,0.9,2.3,34.5,59,4.6,213.3,48.8,34.5,0,0,0,2.3,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0.9,0.9,0.9,0,0,0,0,0,0.5,1.4,0,0,0.5,0.9,0,0,0,0,0,0,1.4,1.8,0.5,2.3,0.9,0,4.1,0,1.8,6,1.4,0,2.8,5.5,0,1.4,0,0,0,0,0,10.1,4.6,6.4,29.5,4.1,3.7,4.6,4.6,0.9,2.3,0.5,3.2,0.9,1.8,4.6,22.1,8.3,13.8,1.8,4.1,7.8,1.4,0,-14.54,-2.69,5.68,-3.67,3.61,31,5.1,2171,22.57,0.46,55.73,26.26,1.38,0.92,3.22,0,2.3,0,23.49,5.07,1.84,1.38,0,0,0,0.46
crsslnup21t01,to argue,SS,11.2,0,0,91.6,0,0,1,0.5,4.9,20,2.4,0.5,0,0.5,0,0.5,1.5,9.7,8.8,1.5,1,336.7,121.8,55.6,12.7,3.4,0,6.3,0.5,1,2.9,6.3,105.8,1.9,1.9,13.2,22.4,5.4,3.4,2.9,1,2.4,3.9,15.1,1.5,3.9,1,5.4,1,7.8,16.1,19.5,20.5,2.9,4.4,79.4,8.3,0.5,129.6,3.4,7.8,0.5,0,1.5,0.5,10.2,3.4,14.6,5.4,1.9,1,12.7,1.5,6.8,1,4.4,36.1,34.1,5.4,207.1,20.5,47.8,1,0,1,1.5,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.9,0,0.5,1.9,0,0,0,0,0,0,0,0,0.5,3.9,3.4,0,0,0,0,0,0.5,1.9,0.5,0,1,0,0,7.3,0,0,7.3,7.8,0.5,10.2,1.5,0,0,0,0,0,0,0,3.4,26.8,32.2,39,2.9,3.4,6.3,1,1.5,1,0,0,1.5,5.4,7.3,16.6,12.2,19.5,2.4,1,6.3,0.5,0,-12.12,-3.99,12.22,-1.46,3.48,25.5,5.2,2052,21.93,0,51.17,39.47,1.95,0.49,4.87,0.49,9.26,0,7.8,6.34,0.49,1.46,0,3.41,0,0.97
3061a,to explain,AH,6,0,0.9,100.1,8.6,0,9.5,0.9,4.3,9.5,2.6,4.3,0,4.3,0,4.3,0,5.2,6,0,1.7,266.6,121.7,55.2,5.2,13.8,1.7,2.6,0.9,0.9,0,6,0,1.7,6,51.8,6.9,3.5,0.9,4.3,2.6,2.6,14.7,18.1,0.9,0,0.9,3.5,2.6,2.6,11.2,21.6,19,0,1.7,77.7,26.7,0.9,111.3,1.7,5.2,0,0,0,0,16.4,3.5,4.3,4.3,0.9,0,19,1.7,2.6,0.9,0,36.2,93.2,4.3,259.7,3.5,19.8,0.9,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0.9,0,0,0,0,1.7,0,0,0,0,0,0.9,1.7,1.7,0,1.7,0.9,0,0.9,0,0.9,1.7,1.7,0.9,4.3,4.3,0,0.9,0,0,0,0,0,15.5,16.4,3.5,32.8,7.8,23.3,4.3,13.8,0.9,0.9,0.9,0,3.5,3.5,1.7,11.2,12.1,7.8,1.7,1.7,12.9,2.6,0,-7.52,-4.13,-1.06,-1.28,8.95,29,4.6,1159,25.88,3.45,50.04,15.53,6.04,1.73,1.73,0,1.73,0,24.16,0,0.86,1.73,0,0.86,0,0
